UF;valor;id_servico;dia_venda
CE;212.0;253;1
MG;89.0;253;2
BA;89.0;253;3
ES;171.0;253;4
CE;130.0;253;5
BA;89.0;253;6
GO;130.0;253;7
CE;171.0;253;8
CE;357.0;253;9
CE;535.0;253;10
BA;130.0;253;11
BA;130.0;254;1
CE;130.0;254;2
BA;171.0;254;3
CE;91.0;254;4
CE;82.0;254;5
BA;89.0;254;6
CE;170.0;255;1
CE;91.0;255;2
BA;130.0;255;3
CE;258.0;255;4
BA;89.0;255;5
CE;91.0;255;6
CE;171.0;255;7
MA;89.0;255;8
AL;130.0;255;9
MA;171.0;256;1
CE;130.0;256;2
CE;358.0;256;3
CE;179.0;256;4
BA;89.0;256;5
GO;171.0;256;6
CE;253.0;256;7
AL;130.0;256;8
MA;89.0;256;9
CE;296.0;257;1
MA;171.0;257;2
CE;89.0;257;3
CE;171.0;257;4
AL;130.0;257;5
CE;89.0;257;6
CE;130.0;257;7
BA;171.0;257;8
AL;130.0;257;9
CE;171.0;257;10
BA;130.0;258;1
CE;41.0;258;2
CE;179.0;258;3
AC;212.0;258;4
CE;130.0;258;5
MA;253.0;258;6
PI;130.0;258;7
MA;130.0;258;8
CE;212.0;259;1
CE;89.0;259;2
MA;130.0;259;3
MA;294.0;259;4
CE;258.0;259;5
AM;212.0;259;6
MA;89.0;259;7
CE;130.0;259;8
CE;89.0;260;1
CE;238.0;260;2
AP;171.0;260;3
MA;130.0;260;4
GO;130.0;260;5
CE;179.0;260;6
CE;447.0;260;7
CE;179.0;260;8
GO;89.0;261;1
CE;269.0;261;2
CE;41.0;261;3
BA;130.0;261;4
MA;171.0;261;5
GO;171.0;261;6
CE;446.0;261;7
CE;178.0;261;8
AP;294.0;261;9
BA;89.0;262;1
CE;89.0;262;2
CE;89.0;262;3
AL;130.0;262;4
BA;89.0;262;5
CE;180.0;262;6
BA;130.0;262;7
GO;171.0;262;8
MG;130.0;262;9
CE;268.0;263;1
ES;89.0;263;2
CE;82.0;263;3
AC;212.0;263;4
CE;268.0;263;5
BA;130.0;263;6
CE;341.0;263;7
CE;268.0;264;1
CE;41.0;264;2
CE;82.0;264;3
PI;130.0;264;4
MA;89.0;264;5
CE;212.0;264;6
CE;179.0;264;7
CE;41.0;264;8
ES;82.0;264;9
CE;447.0;264;10
AL;212.0;264;11
CE;357.0;264;12
MA;130.0;265;1
MG;89.0;265;2
MA;171.0;265;3
CE;535.0;265;4
CE;82.0;265;5
CE;268.0;265;6
CE;357.0;265;7
DF;171.0;265;8
BA;130.0;265;9
AL;171.0;266;1
BA;212.0;266;2
BA;89.0;266;3
CE;179.0;266;4
MA;212.0;266;5
CE;89.0;266;6
CE;357.0;266;7
CE;164.0;267;1
CE;82.0;267;2
CE;180.0;267;3
PA;212.0;267;4
MA;130.0;267;5
CE;357.0;267;6
CE;180.0;267;7
BA;89.0;267;8
BA;89.0;267;9
CE;89.0;268;1
CE;268.0;268;2
CE;179.0;268;3
CE;41.0;268;4
BA;89.0;268;5
MA;171.0;268;6
MA;171.0;269;1
CE;625.0;269;2
ES;171.0;269;3
CE;269.0;269;4
AL;130.0;269;5
BA;130.0;269;6
CE;310.0;269;7
CE;535.0;269;8
CE;91.0;269;9
CE;130.0;269;10
PA;253.0;270;1
CE;130.0;270;2
BA;89.0;270;3
CE;130.0;270;4
CE;713.0;270;5
CE;357.0;270;6
CE;164.0;270;7
CE;219.0;270;8
CE;89.0;270;9
BA;130.0;270;10
PA;130.0;270;11
MG;212.0;270;12
BA;89.0;270;13
CE;269.0;270;14
BA;89.0;271;1
CE;180.0;271;2
CE;269.0;271;3
MA;171.0;271;4
CE;89.0;271;5
CE;130.0;271;6
MA;89.0;271;7
CE;357.0;271;8
CE;89.0;271;9
AM;253.0;271;10
BA;89.0;271;11
CE;442.0;271;12
AM;171.0;272;1
CE;171.0;272;2
PA;212.0;272;3
CE;180.0;272;4
CE;212.0;272;5
CE;358.0;272;6
CE;171.0;272;7
CE;179.0;272;8
CE;180.0;272;9
CE;446.0;272;10
AL;171.0;272;11
CE;446.0;273;1
BA;89.0;273;2
CE;89.0;273;3
CE;91.0;273;4
CE;268.0;273;5
CE;130.0;273;6
CE;91.0;273;7
ES;171.0;273;8
DF;130.0;273;9
GO;130.0;274;1
CE;179.0;274;2
CE;268.0;274;3
AM;171.0;274;4
CE;458.0;274;5
CE;171.0;274;6
AP;89.0;275;1
CE;91.0;275;2
BA;130.0;275;3
BA;89.0;275;4
MA;212.0;275;5
CE;89.0;275;6
BA;171.0;275;7
AM;89.0;275;8
BA;130.0;275;9
CE;89.0;275;10
AM;89.0;275;11
CE;269.0;275;12
CE;397.0;276;1
CE;212.0;276;2
CE;179.0;276;3
AL;171.0;276;4
CE;212.0;276;5
BA;130.0;276;6
CE;179.0;276;7
MA;89.0;276;8
CE;130.0;276;9
CE;180.0;276;10
CE;714.0;276;11
CE;89.0;276;12
CE;357.0;277;1
BA;171.0;277;2
CE;130.0;277;3
CE;268.0;277;4
CE;130.0;277;5
CE;130.0;277;6
CE;91.0;277;7
MA;171.0;277;8
CE;123.0;278;1
MA;89.0;278;2
CE;82.0;278;3
DF;253.0;278;4
CE;179.0;278;5
BA;171.0;278;6
CE;269.0;278;7
AL;130.0;278;8
CE;294.0;278;9
MA;171.0;278;10
MA;171.0;278;11
GO;130.0;278;12
CE;130.0;278;13
CE;130.0;278;14
DF;253.0;278;15
BA;171.0;278;16
CE;294.0;278;17
MA;130.0;279;1
CE;130.0;279;2
BA;130.0;279;3
MA;89.0;279;4
CE;268.0;279;5
MA;89.0;280;1
MG;89.0;280;2
CE;89.0;280;3
CE;89.0;280;4
CE;179.0;280;5
CE;171.0;280;6
CE;269.0;280;7
CE;269.0;280;8
CE;91.0;280;9
CE;257.0;280;10
CE;91.0;281;1
BA;130.0;281;2
CE;179.0;281;3
CE;130.0;281;4
GO;171.0;281;5
BA;130.0;281;6
BA;89.0;281;7
GO;212.0;281;8
CE;130.0;282;1
CE;447.0;282;2
MA;171.0;282;3
BA;130.0;282;4
BA;130.0;282;5
CE;130.0;282;6
CE;180.0;282;7
RJ;89.0;282;8
CE;269.0;282;9
AM;212.0;282;10
GO;89.0;282;11
CE;180.0;282;12
CE;269.0;282;13
CE;380.0;283;1
ES;89.0;283;2
CE;244.0;283;3
GO;89.0;283;4
CE;179.0;283;5
BA;89.0;283;6
CE;179.0;283;7
CE;268.0;283;8
CE;180.0;283;9
CE;179.0;283;10
AM;294.0;283;11
CE;130.0;284;1
GO;89.0;284;2
AC;89.0;284;3
CE;130.0;284;4
CE;446.0;284;5
AL;171.0;284;6
CE;397.0;284;7
BA;130.0;284;8
MA;89.0;284;9
CE;41.0;284;10
DF;89.0;284;11
CE;179.0;284;12
MA;253.0;284;13
MA;130.0;284;14
CE;446.0;284;15
CE;179.0;284;16
CE;123.0;284;17
CE;119.0;284;18
CE;357.0;284;19
CE;171.0;284;20
BA;130.0;285;1
MA;130.0;285;2
MA;89.0;285;3
CE;130.0;285;4
CE;82.0;285;5
DF;41.0;286;1
AM;212.0;286;2
CE;357.0;286;3
MG;130.0;286;4
CE;171.0;286;5
CE;179.0;286;6
CE;294.0;286;7
AL;171.0;286;8
AP;41.0;286;9
ES;82.0;286;10
CE;447.0;286;11
BA;130.0;287;1
DF;130.0;287;2
CE;89.0;287;3
AM;212.0;287;4
CE;180.0;287;5
ES;89.0;287;6
CE;89.0;287;7
RJ;294.0;287;8
CE;41.0;287;9
BA;253.0;287;10
CE;268.0;287;11
BA;130.0;287;12
ES;253.0;287;13
BA;130.0;287;14
MA;89.0;287;15
CE;130.0;288;1
CE;89.0;288;2
CE;301.0;288;3
PA;212.0;288;4
MA;171.0;288;5
CE;171.0;288;6
CE;219.0;288;7
CE;158.0;289;1
CE;178.0;289;2
AM;89.0;289;3
CE;130.0;289;4
BA;171.0;289;5
BA;89.0;289;6
AL;130.0;289;7
MA;89.0;289;8
CE;179.0;289;9
CE;446.0;289;10
AL;89.0;290;1
CE;212.0;290;2
AM;130.0;290;3
CE;91.0;290;4
AM;89.0;290;5
CE;268.0;290;6
CE;358.0;290;7
BA;89.0;290;8
BA;130.0;290;9
CE;89.0;290;10
ES;253.0;291;1
BA;212.0;291;2
CE;268.0;291;3
CE;358.0;291;4
GO;41.0;291;5
CE;258.0;291;6
MA;171.0;291;7
MA;89.0;291;8
GO;171.0;292;1
CE;180.0;292;2
CE;147.0;292;3
CE;130.0;292;4
CE;535.0;292;5
CE;447.0;292;6
CE;357.0;292;7
GO;212.0;292;8
PA;253.0;292;9
CE;91.0;292;10
CE;310.0;292;11
BA;89.0;292;12
CE;179.0;292;13
MA;171.0;293;1
AM;171.0;293;2
CE;253.0;293;3
CE;171.0;293;4
MT;253.0;293;5
CE;130.0;293;6
MA;130.0;293;7
BA;253.0;293;8
BA;89.0;293;9
BA;130.0;293;10
CE;447.0;293;11
CE;447.0;293;12
CE;326.0;293;13
CE;358.0;294;1
CE;535.0;294;2
CE;260.0;294;3
BA;89.0;294;4
CE;446.0;294;5
CE;89.0;294;6
BA;89.0;294;7
AC;253.0;294;8
CE;179.0;294;9
PA;253.0;294;10
ES;130.0;295;1
CE;268.0;295;2
PA;253.0;295;3
CE;167.0;295;4
CE;179.0;295;5
MA;89.0;295;6
DF;171.0;295;7
AM;89.0;295;8
AL;89.0;296;1
CE;89.0;296;2
CE;446.0;296;3
CE;180.0;296;4
CE;209.0;296;5
CE;357.0;296;6
BA;130.0;296;7
CE;171.0;296;8
AL;130.0;296;9
CE;212.0;296;10
BA;130.0;297;1
MA;212.0;297;2
PA;212.0;297;3
MA;89.0;297;4
CE;91.0;297;5
CE;354.0;297;6
AL;89.0;297;7
CE;91.0;297;8
CE;357.0;297;9
MA;89.0;297;10
MA;171.0;297;11
AL;89.0;298;1
CE;251.0;298;2
CE;269.0;298;3
CE;89.0;298;4
CE;171.0;298;5
AL;130.0;298;6
MA;212.0;298;7
AM;130.0;298;8
CE;171.0;299;1
CE;89.0;299;2
CE;269.0;299;3
CE;357.0;299;4
CE;358.0;299;5
BA;89.0;299;6
BA;89.0;299;7
AL;253.0;299;8
CE;357.0;299;9
CE;179.0;300;1
BA;212.0;300;2
CE;91.0;300;3
AL;171.0;300;4
CE;179.0;300;5
CE;269.0;300;6
CE;91.0;300;7
CE;179.0;300;8
BA;294.0;301;1
CE;89.0;301;2
CE;130.0;301;3
BA;294.0;301;4
CE;89.0;301;5
GO;205.0;301;6
CE;179.0;301;7
BA;171.0;301;8
CE;180.0;301;9
CE;358.0;301;10
DF;171.0;301;11
CE;268.0;301;12
MA;130.0;302;1
CE;536.0;302;2
ES;130.0;302;3
CE;624.0;302;4
CE;180.0;302;5
CE;130.0;302;6
CE;535.0;302;7
CE;91.0;302;8
CE;179.0;303;1
BA;130.0;303;2
CE;179.0;303;3
CE;268.0;303;4
CE;137.0;303;5
CE;446.0;303;6
CE;269.0;303;7
CE;212.0;303;8
CE;269.0;303;9
CE;269.0;303;10
CE;180.0;303;11
CE;422.0;304;1
AP;212.0;304;2
CE;82.0;304;3
CE;447.0;304;4
MA;89.0;304;5
BA;171.0;304;6
CE;268.0;304;7
CE;447.0;304;8
MA;89.0;304;9
CE;447.0;304;10
CE;268.0;304;11
CE;91.0;304;12
MA;171.0;304;13
CE;41.0;305;1
AC;89.0;305;2
CE;269.0;305;3
CE;268.0;305;4
CE;150.0;305;5
AL;130.0;305;6
CE;89.0;305;7
CE;171.0;305;8
AM;294.0;305;9
CE;268.0;305;10
CE;310.0;305;11
CE;535.0;305;12
CE;269.0;305;13
CE;536.0;305;14
CE;171.0;306;1
CE;268.0;306;2
BA;130.0;306;3
ES;89.0;306;4
PE;294.0;306;5
AM;171.0;306;6
BA;89.0;306;7
CE;89.0;306;8
MG;171.0;306;9
MA;171.0;306;10
DF;89.0;306;11
BA;130.0;307;1
CE;446.0;307;2
CE;269.0;307;3
CE;269.0;307;4
ES;212.0;307;5
AM;130.0;307;6
CE;269.0;307;7
BA;89.0;307;8
DF;212.0;307;9
MA;89.0;307;10
BA;89.0;307;11
CE;171.0;307;12
CE;446.0;307;13
CE;357.0;308;1
CE;130.0;308;2
CE;123.0;308;3
BA;130.0;308;4
ES;294.0;308;5
CE;179.0;308;6
BA;130.0;309;1
CE;137.0;309;2
CE;134.0;309;3
CE;269.0;309;4
CE;357.0;309;5
BA;130.0;309;6
CE;130.0;309;7
AM;253.0;309;8
GO;130.0;309;9
CE;447.0;309;10
CE;41.0;309;11
CE;358.0;309;12
AL;89.0;310;1
BA;89.0;310;2
BA;130.0;310;3
CE;130.0;310;4
AC;253.0;310;5
CE;268.0;310;6
CE;130.0;310;7
MA;130.0;310;8
BA;89.0;310;9
BA;89.0;310;10
CE;89.0;310;11
CE;358.0;310;12
MA;130.0;310;13
CE;89.0;310;14
CE;89.0;310;15
MA;171.0;311;1
AM;253.0;311;2
CE;180.0;311;3
BA;89.0;311;4
CE;268.0;311;5
CE;48.0;311;6
ES;171.0;311;7
CE;269.0;311;8
CE;180.0;312;1
CE;179.0;312;2
CE;179.0;312;3
AL;130.0;312;4
MA;89.0;312;5
CE;269.0;312;6
BA;130.0;312;7
CE;179.0;312;8
BA;89.0;312;9
CE;535.0;312;10
CE;357.0;312;11
MA;89.0;313;1
CE;179.0;313;2
CE;180.0;313;3
BA;89.0;313;4
CE;130.0;313;5
CE;89.0;313;6
CE;179.0;313;7
CE;357.0;314;1
CE;146.0;314;2
CE;179.0;314;3
BA;89.0;314;4
CE;358.0;314;5
CE;89.0;314;6
BA;212.0;315;1
BA;130.0;315;2
CE;89.0;315;3
MG;130.0;315;4
BA;89.0;315;5
PA;253.0;315;6
AM;130.0;315;7
AP;130.0;315;8
CE;82.0;316;1
MA;130.0;316;2
CE;41.0;316;3
BA;130.0;316;4
CE;91.0;316;5
CE;268.0;316;6
CE;171.0;316;7
CE;169.0;316;8
CE;179.0;316;9
CE;180.0;317;1
MT;253.0;317;2
MA;171.0;317;3
CE;89.0;317;4
BA;89.0;317;5
BA;171.0;317;6
MA;89.0;317;7
CE;535.0;318;1
BA;253.0;318;2
MA;89.0;318;3
BA;171.0;318;4
CE;41.0;318;5
CE;268.0;318;6
CE;89.0;318;7
MA;89.0;318;8
CE;269.0;318;9
CE;269.0;319;1
CE;269.0;319;2
BA;130.0;319;3
MA;294.0;319;4
BA;171.0;319;5
CE;357.0;319;6
CE;130.0;319;7
MA;171.0;320;1
CE;190.0;320;2
BA;89.0;320;3
BA;89.0;320;4
CE;91.0;320;5
CE;269.0;320;6
CE;171.0;320;7
CE;171.0;321;1
CE;179.0;321;2
BA;89.0;321;3
CE;89.0;321;4
CE;268.0;321;5
CE;254.0;321;6
BA;89.0;321;7
CE;257.0;321;8
AM;171.0;322;1
CE;358.0;322;2
BA;253.0;322;3
CE;269.0;322;4
CE;180.0;322;5
BA;89.0;322;6
CE;89.0;322;7
CE;130.0;322;8
ES;89.0;322;9
AM;171.0;322;10
BA;171.0;322;11
CE;130.0;323;1
CE;180.0;323;2
CE;130.0;323;3
CE;358.0;323;4
BA;89.0;323;5
BA;171.0;323;6
BA;41.0;324;1
AP;212.0;324;2
CE;357.0;324;3
CE;82.0;324;4
CE;624.0;324;5
AP;294.0;324;6
CE;269.0;325;1
CE;130.0;325;2
CE;48.0;325;3
CE;41.0;325;4
CE;91.0;325;5
MA;89.0;325;6
RJ;294.0;325;7
BA;89.0;325;8
CE;89.0;325;9
BA;89.0;325;10
BA;171.0;326;1
CE;180.0;326;2
CE;446.0;326;3
CE;41.0;326;4
CE;269.0;326;5
CE;89.0;326;6
CE;269.0;326;7
CE;91.0;326;8
CE;357.0;326;9
CE;357.0;326;10
CE;130.0;326;11
CE;407.0;326;12
MA;171.0;326;13
BA;89.0;326;14
CE;171.0;327;1
CE;268.0;327;2
BA;89.0;327;3
BA;212.0;327;4
CE;358.0;327;5
CE;269.0;327;6
CE;357.0;327;7
CE;89.0;327;8
CE;624.0;327;9
AM;294.0;327;10
CE;253.0;327;11
CE;212.0;327;12
MA;171.0;327;13
AM;171.0;328;1
CE;130.0;328;2
CE;357.0;328;3
CE;97.0;328;4
MA;89.0;328;5
CE;212.0;328;6
CE;171.0;328;7
GO;41.0;328;8
CE;268.0;329;1
CE;130.0;329;2
CE;89.0;329;3
CE;357.0;329;4
CE;130.0;329;5
MA;212.0;329;6
CE;349.0;329;7
CE;180.0;330;1
BA;89.0;330;2
MA;89.0;330;3
BA;89.0;330;4
CE;179.0;330;5
CE;269.0;330;6
CE;269.0;330;7
CE;171.0;330;8
BA;89.0;330;9
CE;89.0;330;10
BA;89.0;330;11
CE;89.0;330;12
CE;130.0;331;1
CE;91.0;331;2
BA;89.0;331;3
CE;535.0;331;4
CE;137.0;331;5
ES;130.0;331;6
BA;89.0;331;7
CE;91.0;331;8
BA;89.0;331;9
AC;212.0;331;10
CE;137.0;331;11
AM;253.0;331;12
CE;268.0;331;13
CE;137.0;332;1
ES;171.0;332;2
BA;89.0;332;3
CE;268.0;332;4
BA;89.0;332;5
CE;212.0;332;6
BA;212.0;332;7
MA;171.0;332;8
CE;212.0;332;9
CE;91.0;332;10
CE;130.0;332;11
CE;512.0;332;12
CE;130.0;333;1
CE;212.0;333;2
BA;89.0;333;3
BA;130.0;333;4
CE;212.0;333;5
CE;130.0;333;6
BA;89.0;333;7
CE;269.0;333;8
CE;269.0;334;1
BA;89.0;334;2
CE;268.0;334;3
CE;253.0;334;4
CE;89.0;334;5
MG;171.0;334;6
BA;89.0;334;7
CE;91.0;334;8
CE;130.0;335;1
CE;171.0;335;2
MA;130.0;335;3
BA;130.0;335;4
CE;171.0;335;5
CE;358.0;335;6
CE;268.0;335;7
BA;130.0;335;8
CE;268.0;336;1
CE;180.0;336;2
CE;357.0;336;3
CE;178.0;336;4
CE;96.0;336;5
BA;294.0;336;6
AL;130.0;336;7
MA;89.0;336;8
MA;89.0;336;9
CE;179.0;336;10
CE;171.0;337;1
AL;130.0;337;2
CE;446.0;337;3
CE;180.0;337;4
CE;446.0;337;5
AM;130.0;337;6
CE;130.0;337;7
BA;130.0;337;8
BA;89.0;337;9
CE;179.0;337;10
MA;171.0;337;11
MA;171.0;337;12
CE;89.0;337;13
BA;130.0;338;1
MA;89.0;338;2
CE;130.0;338;3
BA;89.0;338;4
MA;130.0;338;5
GO;212.0;338;6
CE;180.0;338;7
BA;89.0;338;8
CE;253.0;338;9
CE;269.0;338;10
CE;536.0;339;1
CE;89.0;339;2
RJ;294.0;339;3
CE;338.0;339;4
CE;179.0;339;5
MA;171.0;339;6
GO;130.0;340;1
CE;357.0;340;2
CE;41.0;340;3
CE;179.0;340;4
CE;179.0;340;5
CE;269.0;340;6
BA;130.0;340;7
CE;130.0;340;8
CE;269.0;340;9
MA;89.0;340;10
CE;89.0;340;11
BA;89.0;340;12
CE;82.0;340;13
GO;130.0;341;1
ES;253.0;341;2
CE;180.0;341;3
CE;171.0;341;4
CE;257.0;341;5
CE;268.0;341;6
BA;171.0;341;7
CE;180.0;342;1
CE;137.0;342;2
BA;171.0;342;3
ES;171.0;342;4
CE;41.0;342;5
AC;253.0;342;6
CE;447.0;342;7
BA;89.0;343;1
CE;130.0;343;2
BA;212.0;343;3
CE;171.0;343;4
CE;89.0;343;5
CE;268.0;343;6
CE;89.0;343;7
CE;89.0;343;8
MA;253.0;343;9
CE;179.0;343;10
CE;144.0;343;11
MA;130.0;343;12
CE;357.0;343;13
CE;179.0;343;14
CE;446.0;343;15
CE;171.0;344;1
BA;130.0;344;2
AM;294.0;344;3
BA;89.0;344;4
MA;171.0;344;5
CE;357.0;344;6
CE;268.0;344;7
CE;180.0;344;8
CE;171.0;344;9
CE;268.0;345;1
CE;130.0;345;2
BA;89.0;345;3
MA;89.0;345;4
RJ;294.0;345;5
CE;268.0;345;6
DF;130.0;345;7
CE;268.0;345;8
CE;269.0;345;9
MG;41.0;345;10
BA;130.0;345;11
CE;180.0;346;1
DF;130.0;346;2
CE;171.0;346;3
BA;294.0;346;4
CE;89.0;346;5
CE;130.0;346;6
CE;180.0;346;7
MA;171.0;347;1
CE;268.0;347;2
CE;268.0;347;3
AM;171.0;347;4
PA;253.0;347;5
CE;178.0;347;6
CE;130.0;347;7
CE;257.0;347;8
CE;171.0;347;9
CE;170.0;347;10
CE;179.0;348;1
CE;99.0;348;2
CE;130.0;348;3
CE;171.0;348;4
BA;130.0;348;5
MA;130.0;348;6
CE;89.0;348;7
BA;253.0;348;8
CE;180.0;349;1
CE;180.0;349;2
BA;171.0;349;3
CE;446.0;349;4
CE;268.0;349;5
CE;89.0;349;6
BA;130.0;349;7
CE;250.0;349;8
CE;179.0;349;9
CE;308.0;349;10
CE;171.0;349;11
CE;219.0;350;1
CE;310.0;350;2
CE;358.0;350;3
GO;89.0;350;4
CE;89.0;350;5
CE;130.0;350;6
CE;446.0;350;7
CE;269.0;351;1
ES;130.0;351;2
BA;130.0;351;3
CE;171.0;351;4
BA;130.0;351;5
BA;130.0;351;6
MA;171.0;351;7
CE;358.0;351;8
CE;91.0;351;9
BA;89.0;351;10
CE;179.0;351;11
CE;535.0;351;12
ES;171.0;351;13
BA;89.0;352;1
CE;89.0;352;2
SP;253.0;352;3
CE;171.0;352;4
MA;130.0;352;5
MA;89.0;352;6
CE;171.0;352;7
CE;91.0;352;8
CE;269.0;352;9
BA;130.0;352;10
CE;212.0;352;11
AL;253.0;352;12
BA;130.0;352;13
AL;171.0;352;14
GO;171.0;352;15
CE;268.0;353;1
AL;89.0;353;2
CE;268.0;353;3
AL;171.0;353;4
CE;180.0;353;5
AL;89.0;353;6
CE;529.0;353;7
DF;171.0;353;8
ES;130.0;353;9
CE;91.0;354;1
CE;268.0;354;2
CE;268.0;354;3
CE;294.0;354;4
CE;446.0;354;5
CE;178.0;354;6
CE;91.0;354;7
CE;358.0;354;8
CE;130.0;354;9
AM;130.0;354;10
ES;130.0;354;11
BA;171.0;354;12
CE;268.0;354;13
CE;91.0;354;14
CE;130.0;355;1
CE;91.0;355;2
MG;253.0;355;3
CE;130.0;355;4
CE;447.0;355;5
BA;171.0;355;6
CE;137.0;355;7
BA;89.0;356;1
CE;180.0;356;2
BA;89.0;356;3
CE;180.0;356;4
CE;268.0;356;5
PA;294.0;356;6
BA;171.0;356;7
CE;358.0;356;8
CE;337.0;356;9
CE;89.0;356;10
CE;130.0;357;1
CE;179.0;357;2
CE;253.0;357;3
CE;171.0;357;4
CE;89.0;357;5
CE;447.0;357;6
AM;294.0;357;7
MA;130.0;357;8
AM;171.0;357;9
CE;171.0;357;10
BA;89.0;357;11
CE;82.0;358;1
AL;89.0;358;2
CE;294.0;358;3
BA;212.0;358;4
BA;171.0;358;5
CE;171.0;358;6
ES;253.0;358;7
CE;268.0;358;8
BA;89.0;358;9
CE;221.0;358;10
CE;89.0;358;11
AC;130.0;358;12
CE;269.0;358;13
CE;258.0;358;14
MG;89.0;358;15
CE;130.0;358;16
CE;41.0;359;1
CE;91.0;359;2
CE;269.0;359;3
CE;130.0;359;4
BA;89.0;359;5
CE;179.0;359;6
CE;387.0;359;7
BA;130.0;359;8
CE;179.0;359;9
ES;130.0;359;10
CE;123.0;359;11
MA;171.0;360;1
PA;130.0;360;2
CE;268.0;360;3
MA;294.0;360;4
BA;130.0;360;5
BA;89.0;360;6
CE;446.0;360;7
BA;89.0;360;8
CE;171.0;360;9
BA;89.0;360;10
BA;130.0;360;11
CE;130.0;360;12
RJ;253.0;361;1
CE;268.0;361;2
CE;48.0;361;3
CE;130.0;361;4
CE;48.0;361;5
BA;130.0;361;6
CE;294.0;361;7
BA;171.0;361;8
CE;91.0;361;9
CE;130.0;361;10
BA;89.0;361;11
CE;358.0;361;12
DF;130.0;361;13
CE;130.0;361;14
CE;89.0;361;15
CE;137.0;361;16
CE;89.0;362;1
AL;89.0;362;2
CE;89.0;362;3
BA;89.0;362;4
CE;358.0;362;5
BA;171.0;362;6
CE;349.0;362;7
AM;130.0;362;8
AC;253.0;362;9
CE;268.0;363;1
CE;171.0;363;2
BA;89.0;363;3
DF;212.0;363;4
PE;171.0;363;5
BA;130.0;363;6
CE;269.0;363;7
CE;262.0;363;8
CE;212.0;364;1
AM;82.0;364;2
CE;357.0;364;3
CE;41.0;364;4
BA;171.0;364;5
CE;89.0;364;6
CE;269.0;364;7
BA;89.0;364;8
CE;342.0;364;9
CE;89.0;364;10
CE;180.0;364;11
DF;130.0;364;12
CE;358.0;365;1
CE;180.0;365;2
AL;89.0;365;3
GO;89.0;365;4
CE;171.0;366;1
CE;130.0;366;2
CE;89.0;366;3
CE;130.0;366;4
AL;82.0;366;5
AM;212.0;366;6
BA;253.0;366;7
CE;357.0;366;8
CE;82.0;366;9
BA;212.0;366;10
CE;253.0;366;11
CE;89.0;366;12
CE;171.0;366;13
CE;41.0;367;1
GO;171.0;367;2
BA;171.0;367;3
CE;357.0;367;4
BA;130.0;367;5
CE;91.0;367;6
MA;212.0;367;7
CE;358.0;367;8
CE;268.0;367;9
BA;130.0;367;10
CE;130.0;367;11
CE;130.0;368;1
MA;212.0;368;2
CE;82.0;368;3
CE;179.0;368;4
CE;180.0;368;5
CE;130.0;368;6
BA;89.0;368;7
MA;89.0;369;1
MA;171.0;369;2
MA;171.0;369;3
GO;171.0;369;4
PA;171.0;369;5
CE;89.0;369;6
CE;171.0;369;7
CE;268.0;369;8
CE;357.0;369;9
BA;212.0;369;10
BA;89.0;369;11
CE;269.0;369;12
ES;89.0;370;1
CE;91.0;370;2
MA;212.0;370;3
GO;171.0;370;4
CE;130.0;370;5
CE;180.0;371;1
ES;130.0;371;2
CE;358.0;371;3
MG;130.0;371;4
MA;212.0;371;5
CE;171.0;371;6
MA;89.0;371;7
CE;41.0;372;1
CE;130.0;372;2
BA;130.0;372;3
CE;358.0;372;4
DF;212.0;372;5
DF;171.0;372;6
CE;268.0;372;7
CE;171.0;372;8
AL;89.0;372;9
DF;130.0;372;10
CE;446.0;372;11
CE;180.0;372;12
MG;171.0;373;1
AL;171.0;373;2
CE;130.0;373;3
BA;130.0;373;4
CE;180.0;373;5
MA;171.0;373;6
CE;89.0;373;7
BA;89.0;373;8
CE;358.0;373;9
BA;89.0;373;10
CE;179.0;373;11
CE;269.0;374;1
CE;269.0;374;2
MA;89.0;374;3
CE;91.0;374;4
CE;179.0;374;5
CE;269.0;374;6
MA;171.0;374;7
CE;91.0;374;8
DF;123.0;375;1
DF;253.0;375;2
BA;89.0;375;3
ES;212.0;375;4
CE;446.0;375;5
MA;89.0;375;6
CE;698.0;376;1
CE;269.0;376;2
CE;357.0;376;3
CE;91.0;376;4
DF;130.0;376;5
MA;89.0;376;6
CE;89.0;376;7
CE;91.0;376;8
MG;89.0;377;1
CE;447.0;377;2
CE;358.0;377;3
CE;268.0;377;4
CE;535.0;377;5
CE;179.0;377;6
MG;253.0;377;7
CE;91.0;377;8
CE;171.0;377;9
CE;357.0;377;10
CE;536.0;377;11
DF;130.0;377;12
CE;268.0;378;1
CE;268.0;378;2
CE;179.0;378;3
CE;357.0;378;4
CE;89.0;378;5
DF;294.0;378;6
CE;91.0;378;7
CE;82.0;378;8
CE;205.0;378;9
CE;89.0;378;10
BA;89.0;379;1
DF;130.0;379;2
CE;358.0;379;3
CE;625.0;379;4
CE;268.0;379;5
BA;89.0;379;6
CE;130.0;379;7
BA;130.0;379;8
MG;212.0;379;9
CE;357.0;379;10
CE;89.0;379;11
AM;294.0;379;12
CE;89.0;379;13
GO;212.0;380;1
PA;212.0;380;2
CE;269.0;380;3
MA;212.0;380;4
CE;130.0;380;5
CE;358.0;380;6
AL;89.0;380;7
CE;171.0;380;8
AL;171.0;381;1
PA;130.0;381;2
CE;130.0;381;3
CE;167.0;381;4
CE;89.0;381;5
CE;179.0;381;6
CE;200.0;381;7
