UF;valor;id_servico;dia_venda
CE;89.0;0;1
CE;254.0;0;2
CE;212.0;0;3
GO;212.0;0;4
MA;89.0;0;5
BA;130.0;0;6
CE;130.0;0;7
CE;89.0;0;8
CE;130.0;0;9
CE;357.0;0;10
AL;89.0;0;11
ES;89.0;1;1
MA;171.0;1;2
CE;179.0;1;3
CE;269.0;1;4
PE;253.0;2;1
ES;212.0;2;2
CE;347.0;2;3
AL;212.0;2;4
CE;269.0;2;5
DF;294.0;2;6
CE;130.0;2;7
BA;89.0;2;8
CE;180.0;2;9
BA;89.0;2;10
CE;171.0;2;11
CE;179.0;3;1
BA;89.0;3;2
SP;212.0;3;3
CE;89.0;3;4
CE;269.0;3;5
CE;91.0;3;6
CE;82.0;3;7
AM;171.0;3;8
CE;82.0;3;9
CE;82.0;3;10
CE;130.0;4;1
AL;41.0;4;2
CE;535.0;4;3
ES;89.0;4;4
GO;171.0;4;5
CE;269.0;4;6
CE;130.0;4;7
CE;357.0;5;1
MA;212.0;5;2
CE;130.0;5;3
CE;212.0;5;4
PA;294.0;5;5
MA;130.0;5;6
CE;82.0;5;7
CE;179.0;5;8
CE;91.0;5;9
CE;130.0;5;10
MA;253.0;6;1
CE;130.0;6;2
GO;253.0;6;3
CE;179.0;6;4
CE;130.0;6;5
CE;358.0;6;6
CE;179.0;7;1
CE;268.0;7;2
CE;212.0;7;3
CE;89.0;7;4
CE;269.0;7;5
CE;130.0;7;6
AM;294.0;8;1
CE;179.0;8;2
CE;268.0;8;3
MG;130.0;8;4
ES;171.0;8;5
CE;171.0;8;6
CE;212.0;8;7
CE;268.0;8;8
DF;171.0;8;9
CE;212.0;8;10
BA;130.0;9;1
CE;357.0;9;2
MA;89.0;9;3
CE;422.0;9;4
CE;164.0;9;5
CE;179.0;9;6
AP;294.0;9;7
BA;89.0;9;8
CE;268.0;9;9
ES;171.0;9;10
CE;130.0;9;11
CE;200.0;9;12
CE;212.0;9;13
CE;269.0;9;14
CE;268.0;9;15
AL;212.0;9;16
BA;89.0;9;17
CE;91.0;10;1
AL;130.0;10;2
AM;171.0;10;3
BA;89.0;10;4
AM;253.0;10;5
CE;89.0;10;6
CE;230.0;10;7
BA;130.0;10;8
CE;358.0;11;1
CE;269.0;11;2
BA;89.0;11;3
CE;89.0;11;4
MA;130.0;11;5
CE;171.0;11;6
ES;171.0;11;7
AM;212.0;11;8
BA;130.0;11;9
AC;171.0;12;1
CE;268.0;12;2
CE;130.0;12;3
CE;89.0;12;4
BA;130.0;12;5
GO;41.0;12;6
AM;130.0;12;7
MA;171.0;12;8
ES;89.0;13;1
CE;130.0;13;2
CE;41.0;13;3
MA;89.0;13;4
CE;446.0;13;5
AC;212.0;13;6
GO;171.0;13;7
MA;130.0;13;8
CE;41.0;13;9
BA;89.0;13;10
CE;269.0;13;11
CE;179.0;14;1
GO;171.0;14;2
AL;171.0;14;3
MA;130.0;14;4
CE;130.0;14;5
CE;130.0;15;1
CE;179.0;15;2
CE;212.0;15;3
ES;41.0;15;4
CE;358.0;15;5
BA;89.0;16;1
BA;89.0;16;2
CE;171.0;16;3
DF;41.0;16;4
CE;251.0;16;5
BA;89.0;16;6
CE;358.0;16;7
CE;357.0;16;8
AP;130.0;16;9
CE;357.0;16;10
CE;179.0;16;11
CE;89.0;16;12
CE;179.0;16;13
BA;89.0;17;1
AM;82.0;17;2
CE;171.0;17;3
BA;89.0;17;4
CE;89.0;17;5
CE;357.0;17;6
CE;269.0;17;7
MA;171.0;17;8
CE;170.0;17;9
CE;212.0;17;10
AL;130.0;18;1
CE;297.0;18;2
MA;130.0;18;3
CE;41.0;18;4
MA;171.0;18;5
BA;171.0;18;6
BA;89.0;18;7
CE;89.0;18;8
GO;171.0;18;9
CE;179.0;18;10
CE;268.0;19;1
CE;130.0;19;2
CE;91.0;19;3
DF;89.0;19;4
BA;171.0;19;5
MA;89.0;19;6
CE;171.0;19;7
CE;91.0;19;8
CE;180.0;20;1
MA;253.0;20;2
AM;82.0;20;3
CE;130.0;20;4
CE;91.0;20;5
MA;89.0;20;6
BA;130.0;20;7
AM;130.0;20;8
BA;89.0;20;9
CE;666.0;20;10
CE;446.0;20;11
AL;130.0;21;1
CE;268.0;21;2
CE;180.0;21;3
CE;212.0;21;4
CE;130.0;21;5
BA;130.0;21;6
CE;171.0;21;7
AL;171.0;21;8
BA;171.0;21;9
CE;91.0;21;10
CE;268.0;21;11
CE;179.0;21;12
AL;130.0;22;1
CE;89.0;22;2
CE;130.0;22;3
CE;123.0;22;4
PA;294.0;22;5
CE;89.0;22;6
CE;91.0;22;7
ES;212.0;22;8
CE;268.0;23;1
CE;137.0;23;2
MG;171.0;23;3
CE;500.0;23;4
CE;179.0;23;5
MG;130.0;23;6
CE;358.0;23;7
CE;269.0;23;8
MG;253.0;23;9
CE;269.0;23;10
CE;180.0;23;11
BA;89.0;23;12
CE;171.0;23;13
CE;357.0;23;14
CE;412.0;23;15
BA;123.0;24;1
CE;357.0;24;2
AL;171.0;24;3
BA;89.0;24;4
CE;268.0;24;5
CE;179.0;24;6
CE;91.0;25;1
BA;89.0;25;2
CE;260.0;25;3
CE;179.0;25;4
BA;130.0;25;5
CE;447.0;26;1
BA;89.0;26;2
BA;89.0;26;3
CE;48.0;26;4
CE;446.0;26;5
AL;253.0;26;6
CE;269.0;26;7
MG;41.0;26;8
CE;41.0;26;9
AM;253.0;27;1
CE;212.0;27;2
CE;180.0;27;3
BA;89.0;27;4
CE;179.0;27;5
AL;171.0;27;6
CE;89.0;27;7
CE;89.0;27;8
CE;212.0;27;9
PE;212.0;27;10
CE;511.0;27;11
PB;294.0;27;12
CE;268.0;28;1
CE;91.0;28;2
CE;357.0;28;3
CE;130.0;28;4
DF;171.0;28;5
CE;179.0;28;6
BA;89.0;28;7
BA;130.0;28;8
CE;155.0;29;1
AM;89.0;29;2
CE;447.0;29;3
CE;269.0;29;4
CE;253.0;29;5
CE;171.0;29;6
CE;357.0;29;7
CE;180.0;29;8
BA;89.0;29;9
BA;171.0;29;10
AM;212.0;30;1
CE;269.0;30;2
AM;89.0;30;3
CE;41.0;30;4
CE;332.0;30;5
CE;357.0;30;6
CE;268.0;30;7
BA;89.0;30;8
CE;89.0;30;9
CE;253.0;30;10
RJ;253.0;31;1
BA;89.0;31;2
CE;358.0;31;3
CE;253.0;31;4
CE;130.0;31;5
CE;171.0;31;6
CE;91.0;31;7
CE;171.0;31;8
BA;130.0;31;9
CE;536.0;31;10
MA;130.0;31;11
BA;89.0;31;12
CE;91.0;32;1
AL;130.0;32;2
BA;171.0;32;3
CE;179.0;32;4
CE;357.0;32;5
CE;41.0;32;6
BA;130.0;32;7
CE;268.0;32;8
CE;269.0;32;9
CE;254.0;32;10
CE;89.0;33;1
CE;201.0;33;2
CE;89.0;33;3
BA;89.0;33;4
CE;180.0;33;5
CE;171.0;33;6
CE;180.0;33;7
CE;358.0;33;8
CE;205.0;33;9
CE;357.0;33;10
CE;91.0;33;11
CE;268.0;33;12
CE;171.0;33;13
CE;130.0;33;14
MA;130.0;33;15
MA;130.0;33;16
BA;89.0;33;17
DF;89.0;34;1
PA;212.0;34;2
BA;130.0;34;3
AM;171.0;34;4
CE;171.0;34;5
CE;268.0;34;6
CE;179.0;34;7
CE;357.0;34;8
MA;171.0;35;1
RJ;171.0;35;2
PA;171.0;35;3
CE;179.0;35;4
BA;130.0;35;5
CE;251.0;35;6
CE;179.0;35;7
CE;294.0;35;8
CE;41.0;35;9
CE;357.0;36;1
CE;89.0;36;2
BA;89.0;36;3
CE;41.0;36;4
CE;171.0;36;5
CE;89.0;36;6
CE;41.0;36;7
CE;179.0;36;8
CE;358.0;36;9
CE;179.0;36;10
BA;171.0;36;11
MA;89.0;36;12
CE;180.0;36;13
GO;171.0;36;14
CE;212.0;36;15
BA;89.0;36;16
CE;357.0;36;17
CE;396.0;36;18
GO;130.0;37;1
CE;130.0;37;2
AM;89.0;37;3
MA;130.0;37;4
CE;171.0;37;5
BA;171.0;37;6
ES;171.0;37;7
ES;130.0;37;8
CE;268.0;37;9
BA;89.0;38;1
CE;358.0;38;2
CE;535.0;38;3
CE;130.0;38;4
CE;357.0;38;5
BA;130.0;38;6
BA;294.0;38;7
CE;446.0;38;8
CE;180.0;38;9
CE;190.0;38;10
AM;130.0;38;11
DF;171.0;39;1
CE;130.0;39;2
AL;89.0;39;3
BA;89.0;39;4
CE;123.0;39;5
CE;171.0;39;6
CE;268.0;39;7
MA;89.0;39;8
AL;130.0;39;9
BA;171.0;39;10
CE;130.0;39;11
CE;171.0;40;1
CE;342.0;40;2
CE;82.0;40;3
CE;82.0;40;4
CE;447.0;40;5
CE;357.0;40;6
AL;212.0;41;1
BA;130.0;41;2
CE;89.0;41;3
DF;212.0;42;1
MA;89.0;42;2
CE;180.0;42;3
CE;130.0;42;4
BA;253.0;42;5
MG;171.0;42;6
MA;130.0;42;7
CE;446.0;42;8
CE;802.0;43;1
CE;446.0;43;2
CE;180.0;43;3
CE;130.0;43;4
BA;130.0;43;5
CE;130.0;43;6
CE;512.0;43;7
AM;253.0;43;8
BA;130.0;43;9
BA;130.0;43;10
CE;268.0;43;11
CE;269.0;44;1
MA;89.0;44;2
CE;171.0;44;3
CE;130.0;44;4
BA;171.0;44;5
GO;89.0;44;6
MA;171.0;44;7
CE;358.0;44;8
CE;171.0;44;9
CE;357.0;45;1
CE;268.0;45;2
BA;171.0;45;3
CE;236.0;45;4
AL;130.0;45;5
CE;130.0;45;6
MA;130.0;45;7
CE;130.0;45;8
CE;268.0;45;9
BA;89.0;46;1
CE;358.0;46;2
CE;171.0;46;3
BA;171.0;46;4
MA;253.0;46;5
CE;245.0;46;6
AL;130.0;46;7
GO;130.0;46;8
CE;358.0;46;9
CE;179.0;46;10
AL;130.0;46;11
AM;253.0;47;1
CE;446.0;47;2
CE;169.0;47;3
CE;382.0;47;4
BA;130.0;48;1
CE;253.0;48;2
CE;89.0;48;3
CE;91.0;48;4
PA;253.0;48;5
DF;89.0;48;6
CE;91.0;48;7
CE;358.0;48;8
BA;130.0;48;9
CE;91.0;48;10
CE;269.0;48;11
AM;253.0;48;12
MA;171.0;48;13
BA;89.0;48;14
PA;171.0;49;1
CE;89.0;49;2
MA;130.0;49;3
CE;179.0;49;4
CE;89.0;49;5
CE;89.0;49;6
CE;91.0;49;7
MA;89.0;49;8
CE;358.0;49;9
AM;253.0;50;1
BA;89.0;50;2
MA;171.0;50;3
CE;179.0;50;4
CE;269.0;50;5
CE;179.0;51;1
CE;179.0;51;2
CE;89.0;51;3
CE;91.0;51;4
CE;89.0;51;5
CE;179.0;51;6
CE;268.0;51;7
BA;89.0;52;1
BA;130.0;52;2
CE;179.0;52;3
CE;41.0;52;4
CE;89.0;52;5
CE;447.0;52;6
MA;171.0;52;7
BA;130.0;52;8
CE;446.0;52;9
ES;171.0;52;10
CE;179.0;53;1
MA;89.0;53;2
CE;180.0;53;3
CE;269.0;53;4
BA;89.0;53;5
CE;41.0;53;6
MA;212.0;53;7
CE;130.0;53;8
MA;89.0;53;9
DF;130.0;54;1
CE;89.0;54;2
CE;179.0;54;3
AM;171.0;54;4
RJ;130.0;54;5
CE;91.0;54;6
BA;130.0;54;7
MA;89.0;54;8
BA;130.0;54;9
CE;269.0;54;10
MA;130.0;54;11
CE;41.0;54;12
CE;268.0;54;13
CE;41.0;54;14
CE;89.0;54;15
CE;179.0;54;16
CE;89.0;54;17
AP;212.0;55;1
MA;89.0;55;2
CE;358.0;55;3
CE;41.0;55;4
CE;268.0;55;5
BA;89.0;55;6
CE;212.0;55;7
CE;171.0;55;8
CE;268.0;55;9
AC;212.0;55;10
DF;130.0;55;11
CE;89.0;56;1
BA;130.0;56;2
AL;171.0;56;3
CE;357.0;56;4
CE;179.0;56;5
BA;130.0;56;6
DF;171.0;56;7
CE;171.0;56;8
CE;269.0;56;9
CE;41.0;56;10
CE;253.0;56;11
CE;180.0;57;1
MA;130.0;57;2
BA;130.0;57;3
CE;357.0;57;4
MA;89.0;57;5
CE;41.0;57;6
CE;180.0;57;7
CE;171.0;57;8
CE;357.0;57;9
CE;89.0;57;10
MA;171.0;57;11
CE;269.0;57;12
CE;130.0;57;13
CE;268.0;57;14
BA;130.0;57;15
CE;179.0;57;16
CE;358.0;57;17
PA;171.0;57;18
CE;330.0;57;19
CE;41.0;58;1
CE;130.0;58;2
CE;179.0;58;3
CE;230.0;58;4
CE;268.0;58;5
CE;41.0;58;6
CE;268.0;58;7
CE;129.0;58;8
MG;89.0;58;9
BA;130.0;58;10
CE;41.0;58;11
BA;41.0;59;1
MG;171.0;59;2
DF;130.0;59;3
CE;130.0;59;4
CE;268.0;59;5
AL;130.0;59;6
DF;130.0;59;7
CE;269.0;59;8
CE;294.0;59;9
MA;89.0;59;10
CE;179.0;59;11
MA;89.0;59;12
CE;253.0;59;13
AM;82.0;60;1
CE;268.0;60;2
CE;91.0;60;3
CE;269.0;60;4
BA;89.0;60;5
CE;239.0;61;1
CE;357.0;61;2
BA;89.0;61;3
CE;269.0;61;4
CE;357.0;61;5
CE;171.0;61;6
DF;89.0;61;7
CE;269.0;61;8
BA;89.0;62;1
AM;294.0;62;2
CE;89.0;62;3
CE;89.0;62;4
BA;89.0;62;5
BA;89.0;62;6
CE;91.0;62;7
BA;130.0;62;8
CE;268.0;62;9
BA;130.0;62;10
BA;212.0;62;11
PI;130.0;62;12
BA;89.0;62;13
CE;212.0;62;14
BA;130.0;63;1
MG;89.0;63;2
CE;358.0;63;3
CE;477.0;63;4
CE;89.0;63;5
CE;212.0;63;6
BA;89.0;63;7
CE;268.0;63;8
ES;253.0;63;9
CE;171.0;63;10
CE;212.0;63;11
CE;89.0;63;12
CE;219.0;63;13
ES;130.0;63;14
MA;89.0;63;15
MA;89.0;63;16
CE;171.0;64;1
CE;89.0;64;2
CE;268.0;64;3
MA;89.0;64;4
CE;89.0;64;5
AP;171.0;64;6
CE;89.0;64;7
CE;41.0;64;8
MA;130.0;64;9
AM;171.0;64;10
GO;130.0;64;11
CE;123.0;64;12
CE;277.0;64;13
MA;171.0;64;14
CE;180.0;65;1
ES;89.0;65;2
CE;179.0;65;3
CE;130.0;65;4
BA;171.0;65;5
CE;179.0;65;6
CE;179.0;65;7
CE;269.0;65;8
CE;171.0;65;9
AM;130.0;65;10
AL;130.0;65;11
CE;179.0;66;1
CE;257.0;66;2
CE;91.0;66;3
RJ;253.0;66;4
DF;89.0;66;5
CE;179.0;66;6
BA;89.0;66;7
BA;89.0;66;8
CE;446.0;66;9
CE;89.0;66;10
CE;91.0;66;11
AL;130.0;67;1
MA;253.0;67;2
CE;41.0;67;3
CE;253.0;67;4
MA;89.0;67;5
CE;180.0;67;6
BA;171.0;67;7
AL;89.0;67;8
CE;357.0;67;9
ES;171.0;68;1
CE;130.0;68;2
CE;357.0;68;3
CE;269.0;68;4
CE;130.0;68;5
CE;164.0;68;6
CE;447.0;68;7
CE;89.0;68;8
CE;130.0;68;9
CE;130.0;68;10
CE;130.0;69;1
CE;268.0;69;2
CE;447.0;69;3
AL;130.0;69;4
AL;171.0;69;5
MA;212.0;69;6
CE;171.0;69;7
CE;89.0;69;8
CE;179.0;69;9
CE;180.0;69;10
CE;357.0;69;11
CE;123.0;70;1
CE;171.0;70;2
MA;294.0;70;3
ES;171.0;70;4
MA;171.0;70;5
CE;89.0;70;6
CE;89.0;70;7
CE;179.0;70;8
CE;130.0;70;9
CE;137.0;70;10
CE;268.0;70;11
CE;180.0;70;12
BA;171.0;70;13
BA;89.0;70;14
CE;179.0;70;15
BA;130.0;70;16
CE;212.0;70;17
AC;130.0;71;1
MA;89.0;71;2
CE;713.0;71;3
DF;212.0;71;4
ES;89.0;71;5
CE;41.0;71;6
CE;82.0;71;7
CE;41.0;71;8
CE;171.0;71;9
CE;358.0;72;1
MA;130.0;72;2
CE;357.0;72;3
AM;171.0;72;4
CE;268.0;72;5
GO;89.0;72;6
CE;219.0;72;7
CE;130.0;72;8
CE;341.0;72;9
CE;690.0;72;10
CE;145.0;72;11
CE;447.0;73;1
CE;446.0;73;2
MA;41.0;73;3
CE;180.0;73;4
BA;130.0;73;5
CE;269.0;73;6
BA;89.0;73;7
MA;130.0;73;8
CE;89.0;73;9
CE;442.0;73;10
BA;130.0;73;11
CE;171.0;73;12
MA;130.0;74;1
CE;41.0;74;2
CE;239.0;74;3
AM;294.0;74;4
BA;89.0;74;5
ES;130.0;74;6
CE;89.0;74;7
CE;180.0;74;8
CE;358.0;74;9
CE;91.0;74;10
CE;422.0;74;11
ES;294.0;74;12
DF;171.0;75;1
CE;268.0;75;2
MA;89.0;75;3
CE;446.0;75;4
MA;89.0;75;5
CE;268.0;75;6
CE;91.0;75;7
CE;179.0;75;8
PA;130.0;75;9
AM;171.0;75;10
BA;123.0;75;11
CE;179.0;75;12
BA;89.0;76;1
MA;89.0;76;2
MA;89.0;76;3
CE;268.0;76;4
CE;169.0;76;5
MA;130.0;77;1
CE;179.0;77;2
CE;180.0;77;3
BA;294.0;77;4
CE;269.0;77;5
BA;130.0;78;1
CE;41.0;78;2
CE;535.0;78;3
CE;357.0;78;4
MG;130.0;78;5
MG;212.0;78;6
CE;180.0;78;7
CE;89.0;78;8
CE;269.0;78;9
BA;89.0;78;10
AL;130.0;78;11
CE;358.0;78;12
CE;180.0;79;1
AC;212.0;79;2
CE;180.0;79;3
CE;89.0;79;4
CE;130.0;79;5
CE;268.0;79;6
BA;89.0;79;7
MA;171.0;79;8
CE;447.0;79;9
CE;171.0;79;10
CE;447.0;79;11
CE;357.0;79;12
CE;91.0;79;13
CE;179.0;79;14
BA;253.0;80;1
CE;171.0;80;2
BA;171.0;80;3
BA;130.0;80;4
BA;130.0;80;5
SP;212.0;80;6
CE;268.0;80;7
CE;260.0;80;8
BA;89.0;80;9
AM;212.0;80;10
CE;130.0;81;1
BA;130.0;81;2
CE;357.0;81;3
CE;130.0;81;4
MT;294.0;81;5
CE;268.0;81;6
CE;91.0;81;7
AM;171.0;81;8
MT;212.0;81;9
CE;194.0;81;10
CE;535.0;81;11
ES;212.0;81;12
CE;268.0;82;1
MA;89.0;82;2
MG;89.0;82;3
AM;130.0;82;4
MA;89.0;82;5
MG;130.0;82;6
CE;130.0;82;7
CE;268.0;83;1
CE;89.0;83;2
GO;130.0;83;3
MA;212.0;83;4
MA;89.0;83;5
AM;171.0;83;6
BA;89.0;83;7
CE;179.0;83;8
CE;536.0;83;9
CE;89.0;83;10
CE;269.0;83;11
MA;89.0;83;12
CE;91.0;83;13
CE;268.0;84;1
CE;180.0;84;2
CE;89.0;84;3
CE;130.0;84;4
CE;269.0;84;5
CE;268.0;84;6
BA;89.0;84;7
CE;180.0;85;1
CE;309.0;85;2
CE;180.0;85;3
CE;269.0;85;4
SP;212.0;85;5
CE;180.0;85;6
BA;171.0;85;7
RJ;171.0;85;8
BA;130.0;85;9
CE;179.0;86;1
BA;130.0;86;2
CE;357.0;86;3
CE;171.0;86;4
CE;358.0;86;5
CE;268.0;86;6
CE;268.0;86;7
CE;212.0;86;8
MA;89.0;86;9
CE;180.0;86;10
CE;89.0;87;1
CE;130.0;87;2
CE;357.0;87;3
BA;130.0;87;4
CE;179.0;87;5
MA;89.0;87;6
CE;171.0;87;7
CE;130.0;88;1
BA;89.0;88;2
MA;130.0;88;3
BA;171.0;88;4
CE;91.0;88;5
CE;268.0;88;6
CE;89.0;88;7
CE;358.0;88;8
BA;89.0;88;9
CE;130.0;88;10
BA;89.0;88;11
BA;130.0;88;12
RJ;253.0;88;13
CE;244.0;89;1
CE;130.0;89;2
BA;171.0;89;3
CE;123.0;89;4
CE;212.0;89;5
MT;212.0;89;6
MA;253.0;89;7
MG;212.0;89;8
CE;269.0;89;9
CE;130.0;89;10
BA;253.0;89;11
CE;91.0;90;1
CE;268.0;90;2
CE;89.0;90;3
MA;130.0;90;4
MG;212.0;90;5
GO;130.0;90;6
CE;91.0;90;7
MA;130.0;90;8
AL;89.0;90;9
BA;130.0;90;10
CE;171.0;91;1
ES;130.0;91;2
AP;253.0;91;3
BA;171.0;91;4
BA;171.0;91;5
CE;269.0;91;6
MG;130.0;91;7
CE;171.0;91;8
BA;89.0;91;9
AM;89.0;91;10
MA;253.0;92;1
CE;268.0;92;2
CE;171.0;92;3
AM;130.0;92;4
AL;89.0;92;5
CE;268.0;92;6
CE;89.0;92;7
AL;130.0;93;1
CE;179.0;93;2
CE;357.0;93;3
CE;41.0;93;4
MA;130.0;93;5
CE;89.0;93;6
CE;89.0;93;7
CE;130.0;93;8
CE;357.0;93;9
CE;171.0;93;10
MA;130.0;94;1
MA;89.0;94;2
MA;89.0;94;3
AM;130.0;94;4
PA;171.0;94;5
MA;171.0;94;6
MA;89.0;94;7
BA;171.0;95;1
CE;89.0;95;2
CE;171.0;95;3
CE;91.0;95;4
CE;89.0;95;5
AL;130.0;95;6
BA;89.0;95;7
CE;269.0;95;8
CE;179.0;95;9
AM;89.0;96;1
MG;89.0;96;2
RJ;253.0;96;3
MA;171.0;96;4
CE;171.0;96;5
CE;185.0;96;6
AM;130.0;97;1
CE;298.0;97;2
CE;358.0;97;3
BA;89.0;97;4
CE;268.0;97;5
CE;180.0;97;6
CE;357.0;97;7
CE;171.0;97;8
BA;89.0;97;9
MA;130.0;97;10
CE;269.0;97;11
BA;130.0;97;12
CE;358.0;97;13
CE;212.0;97;14
BA;89.0;97;15
CE;447.0;98;1
BA;130.0;98;2
BA;130.0;98;3
MA;89.0;98;4
CE;91.0;98;5
CE;130.0;98;6
CE;358.0;99;1
DF;89.0;99;2
MG;89.0;99;3
CE;357.0;99;4
CE;171.0;99;5
CE;89.0;99;6
AL;130.0;99;7
CE;180.0;99;8
CE;247.0;99;9
CE;358.0;99;10
CE;89.0;100;1
MA;171.0;100;2
CE;268.0;100;3
GO;171.0;100;4
CE;89.0;100;5
CE;178.0;100;6
DF;89.0;100;7
MA;171.0;100;8
CE;294.0;100;9
CE;357.0;100;10
ES;89.0;100;11
DF;89.0;100;12
GO;89.0;100;13
CE;82.0;100;14
MA;171.0;101;1
CE;41.0;101;2
BA;171.0;101;3
MA;171.0;101;4
CE;233.0;101;5
BA;171.0;101;6
CE;130.0;101;7
CE;41.0;101;8
ES;82.0;102;1
MA;89.0;102;2
MA;89.0;102;3
BA;130.0;102;4
MA;130.0;102;5
MA;82.0;102;6
CE;89.0;102;7
CE;179.0;102;8
CE;179.0;102;9
MA;130.0;102;10
GO;171.0;102;11
CE;130.0;103;1
MA;89.0;103;2
CE;219.0;103;3
CE;91.0;103;4
CE;48.0;103;5
ES;89.0;103;6
BA;130.0;103;7
CE;89.0;103;8
CE;357.0;103;9
GO;123.0;103;10
CE;269.0;104;1
BA;130.0;104;2
CE;123.0;104;3
CE;268.0;104;4
CE;164.0;104;5
CE;41.0;104;6
CE;179.0;104;7
CE;48.0;104;8
CE;171.0;104;9
CE;171.0;104;10
CE;357.0;104;11
MA;171.0;104;12
CE;269.0;104;13
ES;212.0;104;14
CE;148.0;105;1
CE;180.0;105;2
AM;171.0;105;3
MA;89.0;105;4
BA;89.0;105;5
CE;168.0;105;6
BA;130.0;105;7
BA;130.0;105;8
CE;179.0;105;9
CE;624.0;105;10
BA;171.0;105;11
CE;212.0;105;12
CE;357.0;105;13
CE;91.0;105;14
CE;91.0;105;15
CE;89.0;106;1
CE;89.0;106;2
CE;194.0;106;3
CE;357.0;106;4
GO;82.0;106;5
CE;180.0;106;6
CE;129.0;106;7
CE;536.0;107;1
BA;130.0;107;2
CE;341.0;107;3
CE;89.0;107;4
CE;446.0;107;5
CE;89.0;107;6
BA;89.0;107;7
CE;89.0;107;8
CE;179.0;107;9
BA;171.0;107;10
CE;179.0;107;11
MA;89.0;107;12
CE;257.0;107;13
DF;130.0;107;14
CE;268.0;108;1
BA;212.0;108;2
CE;171.0;108;3
BA;130.0;108;4
CE;180.0;108;5
CE;179.0;108;6
CE;268.0;108;7
CE;41.0;108;8
CE;130.0;108;9
CE;130.0;108;10
GO;89.0;109;1
MA;89.0;109;2
CE;89.0;109;3
CE;180.0;109;4
CE;291.0;109;5
AL;89.0;109;6
DF;130.0;110;1
PE;171.0;110;2
CE;268.0;110;3
CE;269.0;110;4
BA;89.0;110;5
CE;529.0;110;6
CE;89.0;110;7
CE;171.0;111;1
BA;89.0;111;2
CE;191.0;111;3
CE;171.0;111;4
MA;171.0;111;5
BA;89.0;111;6
BA;130.0;111;7
CE;171.0;111;8
ES;130.0;112;1
CE;171.0;112;2
GO;130.0;112;3
CE;357.0;112;4
CE;171.0;112;5
CE;179.0;112;6
CE;89.0;112;7
CE;179.0;112;8
CE;357.0;113;1
CE;268.0;113;2
CE;268.0;113;3
ES;130.0;113;4
CE;269.0;113;5
CE;269.0;113;6
CE;41.0;113;7
BA;89.0;113;8
CE;246.0;113;9
BA;89.0;114;1
CE;268.0;114;2
CE;446.0;114;3
CE;82.0;114;4
AM;130.0;114;5
CE;180.0;114;6
BA;89.0;114;7
BA;294.0;114;8
CE;89.0;114;9
DF;82.0;114;10
CE;180.0;114;11
CE;91.0;114;12
CE;171.0;114;13
CE;269.0;114;14
CE;171.0;114;15
CE;41.0;115;1
AM;130.0;115;2
CE;130.0;115;3
BA;171.0;115;4
AM;171.0;115;5
CE;269.0;115;6
CE;357.0;115;7
CE;257.0;115;8
MG;171.0;116;1
GO;89.0;116;2
CE;278.0;116;3
BA;130.0;116;4
CE;446.0;116;5
CE;130.0;116;6
CE;268.0;116;7
CE;91.0;116;8
CE;269.0;116;9
AC;123.0;116;10
MA;130.0;116;11
BA;130.0;116;12
CE;212.0;117;1
BA;130.0;117;2
CE;179.0;117;3
AL;89.0;117;4
AL;171.0;117;5
CE;171.0;117;6
MA;171.0;117;7
PA;212.0;117;8
AL;130.0;117;9
BA;89.0;117;10
BA;89.0;118;1
CE;269.0;118;2
CE;179.0;118;3
CE;268.0;118;4
CE;41.0;118;5
DF;171.0;118;6
AL;130.0;118;7
CE;358.0;118;8
GO;130.0;118;9
BA;89.0;118;10
BA;89.0;118;11
CE;171.0;118;12
MA;89.0;119;1
BA;130.0;119;2
CE;41.0;119;3
CE;130.0;119;4
MA;89.0;119;5
CE;130.0;119;6
CE;269.0;119;7
CE;179.0;119;8
CE;41.0;119;9
CE;171.0;119;10
CE;179.0;119;11
CE;357.0;119;12
MA;130.0;119;13
MA;171.0;119;14
CE;171.0;120;1
MA;130.0;120;2
CE;179.0;120;3
MA;130.0;120;4
CE;89.0;120;5
BA;89.0;120;6
BA;89.0;120;7
AL;82.0;121;1
CE;357.0;121;2
MA;130.0;121;3
CE;212.0;121;4
CE;171.0;121;5
CE;268.0;121;6
CE;212.0;121;7
MA;171.0;121;8
CE;342.0;121;9
CE;41.0;121;10
CE;130.0;121;11
CE;205.0;121;12
CE;179.0;121;13
CE;357.0;121;14
CE;358.0;121;15
CE;91.0;122;1
CE;180.0;122;2
CE;82.0;122;3
CE;178.0;122;4
CE;171.0;122;5
CE;536.0;122;6
CE;180.0;122;7
CE;358.0;122;8
CE;130.0;123;1
MA;171.0;123;2
CE;91.0;123;3
CE;270.0;123;4
CE;268.0;123;5
CE;180.0;123;6
CE;357.0;123;7
CE;536.0;123;8
MA;171.0;123;9
MA;89.0;123;10
CE;91.0;124;1
CE;268.0;124;2
MA;171.0;124;3
CE;89.0;124;4
BA;89.0;124;5
CE;357.0;124;6
CE;212.0;124;7
CE;447.0;125;1
RJ;171.0;125;2
CE;89.0;125;3
DF;171.0;125;4
BA;89.0;125;5
CE;268.0;125;6
CE;130.0;125;7
DF;171.0;125;8
CE;179.0;126;1
BA;130.0;126;2
CE;179.0;126;3
CE;89.0;126;4
CE;179.0;126;5
AM;89.0;126;6
ES;171.0;126;7
CE;89.0;126;8
BA;130.0;127;1
